体育	昨天的中乙揭幕战可谓高朋满座,但最引人注目的恐怕要数客队上海东亚的总教练徐根宝了。2001年,从申花退位的徐根宝归隐江湖,专心扑到根宝足球基地上,2001年10月,该基地在上海崇明东平国家森林公园竣工,开始潜心经营的徐根宝也终于得以实现其1999年许下的“缔造中国的曼联”的诺言。五年磨一剑,根宝带着他的队伍重出江湖,然而复出第一战,0比2的比分恐怕要让这位著名教头感到郁闷了。名帅原是酷哥本色比赛前一个多小时,徐根宝便体育场的南门悄然进入了场地,穿着深色T恤衫和马甲、戴着咖啡色太阳镜的徐指导显得很酷,让人看不出来他已是62岁的老人了,现场并没有多少人认出这位知名教头。就在进入场地的徐根宝横穿场地中央走向更衣室的时候,一位场地的工作人员厉声对他喝道:“不许踩草皮,绕着走!”徐根宝回过头看了看他,并没有理睬,继续向前走。有人上前提示刚才怒喝徐根宝的工作人员:“他是徐根宝。”后者不以为然,依然大声说道:“徐根宝怎么了,我管什么徐根宝、李根宝,规定不让走草皮。”这时,徐根宝已经走远到了球场中央,自然也就没有再听见他的话,望着那渐行渐远的身影,根宝很容易将我们带回那些峥嵘的足球岁月。输球口服心不服中场休息的时候,来到休息室的徐根宝立刻被安徽媒体所包围,老徐倒也爽快,对记者的提问有问必答。对于本场比赛的结果,徐根宝显然早有预料,特别是上半场被九方队打进一球后,老徐知道这场比赛必输无疑了,徐根宝叹道:“一支青少年队伍和成年队比,实力肯定不在一个档次。”徐根宝说:“九方的主教练李松海是我的老同事了,我在国家队当主教练时,他给我当了几年助手。据说去年安徽九方只差一步进中甲,很为他感到可惜,相信老李今年会如愿以偿的。”但接下来老徐话锋一转:“三年后你们再看,就凭现在的九方队,你们肯定打不过我们。”自信必会培养出球星谈到此次参加乙级联赛的东亚队,徐根宝说:“他们都是1989年出生的孩子,今年参加乙级联赛,主要还是为了锻炼队伍,成绩是次要的。”对于球队的未来,老徐充满信心:“我这次带来的球队,是我们足校年龄最大的一个队,下面还有1990年出生的队伍,里面已经有6名球员是国少队成员了。估计这两个年龄段的球员会有两三个出现在2008北京奥运会中国队阵容中,我的理想是建立一个有七个年龄段的大队伍,到那个时候,球星会源源不断地产生。看到这场比赛中的8号曹运定和32号张林凡了吧,他们很可能就是以后的郝海东和范志毅。”解不开的安徽缘这次比赛是老徐第三次到安徽,第一次到安徽是上个世纪60年代,当时还是国家队球员的徐根宝曾在安徽有过短时间的培训;第二次是上个世纪80年代,当时已是教练的徐根宝曾带队来安徽参加比赛。这次来合肥,一晃就是20年后了。徐根宝对安徽足球非常了解,对于安徽足球的历史他竟然能侃侃而谈、如数家珍。他说:“很可惜,我的足校里还没有安徽学生,我相信不久一定会有的。”安徽的球迷也似乎对徐根宝很“感兴趣”,徐根宝从场地走向主席台的时候,观众便高喊他的名字,他也朝球迷微笑致意。赛后,走向更衣室的徐根宝也得到了战神球迷的欢呼。此时,失利后的他已没有太多反应。·李培孙哲·
汽车	上半年发展112家经销商,下半年冲击5万辆销量  本报讯今年车市“最值得期待的车型”广州丰田凯美瑞即将“揭开面纱”。上周,记者从广州丰田重庆经销商重庆长俊汽车处得到了中国凯美瑞准确的“出生日期”。据悉,凯美瑞将于4月25日首次发布,次月26日正式下线,首批样车将会于今年6月底前运抵重庆。  有消息显示,新车将在6月中旬正式投放市场,并计划在不到半年里销售5万辆以上(每月8333台)。且凯美瑞的惟一目标是中高档车冠军。据透露,之所以广州丰田敢放言,在不到半年的时间挑战5万台的销量,其底气在于:一则凯美瑞是丰田创造汽车传奇的法宝,其全球销量超过了1000万台,并得到了国内消费者的广泛认可(该车国产前一直排名进口中高档轿车销量第一)。二则国产凯美瑞一投产就会达到70%的国产化要求,其中关键零部件在广州的本地化就达到了50%,高国产化率保证了凯美瑞的成本竞争力。而节约了制造成本新车的价格也就自然很具竞争力。  广州丰田人士介绍,凯美瑞在造型、品质以及性价比上将树立中高档车的标准。尤其是性价比,该人士强调,作为一个后来者,要在短时间内成为冠军,这方面肯定会有非常出色的表现。三是广州丰田已为凯美瑞打造出了全新的销售渠道———“广州TOYOTA”,据称在半年时间内,该公司已经有112家经销商加盟。据介绍,为迎接凯美瑞上市,重庆两家广州丰田店也正在紧锣密鼓的建设中,其中重庆长俊汽车的4S店将会在今年7月初前正式开业。  新车链接:  据了解,即将在广州丰田南沙工厂下线的凯美瑞为新一代CAMRY的旗舰(报价;图片)型,排量分别为2.4L与2.0L。与丰田公司在北美投产的凯美瑞基本型相比,国产旗舰型的外型、车型尺寸、内饰和配置均有超常突破并超过了同级别车型。据介绍,凯美瑞全系列共5种车型,其中2.0L排量的为3款,匹配4速自动变速箱。2.4L排量为2款,匹配5速自动变速箱,两种发动机都为顶置双凸轮轴DOHC结构,16气门,并配有VVT-i智能可变气门正时电子控制系统。
军事	本报讯4月25日,美国宇航局长格里芬在参议院“科学与太空小组委员会”听证会上正式宣布,他已经接受了中国方面的访问邀请,今年稍后访问北京,就中美两国太空领域的合作展开磋商,其中最有可能进行合作的领域是登月和新一代航天飞行器的研发。“好伙伴”与“好对手”早前,有美国议员认为,“中国希望与美国争夺太空霸主的地位。”对政治家们上述异议,格里芬局长25日明确表示:“20年前,几乎没有人敢相信,美国与俄罗斯有一天会在航天领域合作,可是今天,美国和俄罗斯在国际空间站上进行了很好的合作。美国在航天领域不但需要好伙伴,也需要好的竞争对手,有时候,好伙伴和好对手往往合二为一!”布什提出联合登月据悉,美国总统乔治·布什在白宫会见中国国家主席胡锦涛时提出建议:中美双方应该在联合探索月球问题上立即展开谈判!对此,美国宇航专家认为,这相当于布什总统很想在登月项目上与中国展开全面合作,准备让中美联合进行登月计划。4月25日,美国宇航局长格里芬证实,在美国议员们追加了10亿美元的研发经费之后,美国宇航局最早能于2011年拥有新的航天飞机,填补2010年所有航天飞机退役后的空白。在2010年至2011年之间,美国可能要依赖俄罗斯与中国出租飞船服务,往返于国际空间站与地球之间。(冰山)三因素促“联姻”格里芬谈及准备与中国就航天领域的合作时,解释了促成中美航天“联姻”的三大因素。1.中美登月的时间“非常接近”,这是进行合作可能的“时间巧合”。中国将于2010年进行无人飞行器登月,同时打造空间站。而美国将于2018年派宇航员重返月球。2.联合登月会让中美双方节省不少的经费。3.最有登月实力的俄罗斯没有近期登月的打算,而有登月梦想的日本、印度从技术上来说太落后,美国宇航局“等不及”。(冰山)航天合作“多赢之举”中美进行航天领域的合作将带来哪些益处呢?对此国际航天专家和学者看法颇多:1.增加航天透明度航天科技的特别之处在于其技术的军民两用性。然而,以发展民用和载人航天项目为手段来发展军事航天的目的,就经济上来讲是极为不划算的。中国发展太空项目的确是为了民用,中国反对太空武器化。但这种解释美国有人可能不相信,但如果双方展开合作,那么将有助于美国消除对中国的航天发展认识偏差。2.节省登月成本中美无论在太空预算、规模、财政和基础建设上都不是同一个重量级的。两国在各自发展太空项目时也没有将对方作为瞄准目标,因此谈不上什么竞赛。中美之间如果能找到太空合作的方式,要比相互竞争好得多。NASA已无法支撑它目前正在进行的各项计划,也没有足够的钱进行太空探索。中国在预算上面临着和美国一样的问题,只是在不同的程度上而已。3.增强各自凝聚力中国的航天发展让中美之间不能视而不见。中国在科学技术领域的发展迅速,其政治和社会凝聚力无人可比,发展目标明确。这大概是让世界,包括美国,对中国的太空项目无法视而不见的原因。
军事	新华网消息据英国《每日电讯报》报道,英国皇家海军准备在英沿海港口增建一系列核潜艇泊位,以便潜艇能够迅速补充补给、艇员或在紧急情况下靠岸。英国核潜艇以往仅在朴茨茅斯港和格拉斯哥附近港口常驻。此前在冷战时期,英国海岸有众多潜艇泊位,但是都随着前苏联威胁的消失而逐渐关闭。在对未来安全局势进行评估后,英军决定在南安普顿、利物浦和东海岸的一个港口增加停泊船位。报道称,英军的决定受到两年前发生在柴油动力潜艇“奇科蒂米”号事故的影响。当时,这艘潜艇刚刚被出售给加拿大,但在驶离北爱尔兰前往加拿大途中发生大火,造成一名水手死亡。英国一些地方官员表示不欢迎核潜艇进驻,他们认为这无异于“把核反应堆搬进城内”。一位防核扩散组织官员斯图而特·凯普说:“就像几年前‘不懈’号核潜艇事件,这是一个核安全的问题,此事也如同在居民区附近建核电站。”2000年,英国“不懈”号核潜艇进入直布罗陀船坞大修,引起了当地民众的强烈不满。南安普顿市今年将完成核潜艇泊位启用前的准备工作。一位市政府的发言人说:“我们会进行应对紧急情况的演练,但是这会增加我们的负担,因为这类演练需要做大量的准备工作,包括繁琐的医疗救护程序。”英军方透露,这些核潜艇预计每两年在这些泊位停泊一次,届时宪兵和应急机构人员将保障潜艇安全。泊位附近学校的学生和居民将得到分发的的钾碘化片,以预防核辐射导致的甲状腺癌。潜艇维修和补充军火行动不会在港内进行,进港潜艇也不会装备核弹头。英国海军发言人说:“海军是保卫英国领土的重要力量,发挥其作用的关键是要在整个海岸线上有灵活行动的能力,并且能够在商业港口停泊潜艇。”该发言人说:“核潜艇在停靠商业港口前必须得到卫生安全部门的论证和批准。”他还补充说,在英国核潜艇服役40多年的历史上,从来没有出现任何核事故。(王洪波)
教育	随着考研越来越成为一种时尚,2006年考研报考人数以127万创下历史新高!在这些考研大军中,不乏各种年龄、各种心态的考研者,不少人都将考研作为改变生活的捷径。让我们走近他们,感受他们的激情与梦想、无奈与困惑,并听听专家的看法与建议。进取型考研者:多学知识心里更踏实【个例】:卢小姐/26岁/某五星级酒店高层管理卢小姐念叨考研已有两年多的时间,终于狠下心在今年报名。说起考研,她感慨道当初在学校学的是酒店管理,后来凭实力考进这家+知名酒店,工作快5年了,随着职位的升迁越来越觉得知识不够用,看着身边一些上世纪80年代出生的“小朋友”或有冲劲或有研究生学历,自己对知识的渴望从来没有这么强烈过!再不补充能量真的对不住自己。心里有个声音告诉自己:一定要做这件事。自己一直对中文很有兴趣,考研就报了这个专业,乘着不算太老,赶紧学点东西,酒店业在中国的发展时间并不长,但发展势头很好,将来对人才的要求也会越来越高。自己现在已是高层,更要主动学习,多学点东西心里会更踏实。【点评】:东南大学外语系杨建明教授对此现象给予充分肯定,他认为,从国家发展的角度看,我们需要高层次的人才,很多行业都应该有个“梯形”的人才结构,并且要不断丰富;从个人的前途来说,补充能量,主动完善自己的知识结构,很有必要。有些人工作几年后,能发现自己缺什么,知道应该补些什么,这时候去考研是合适的。学起来有目的也有动力,真正是学有所用,学有所成。无论读在职还是全职,应该说这部分人都是有长远眼光的,能够看到将来的很多需求,宁可放弃娱乐的时间去读书,去学习。人贵在有求知的渴望,年轻人真的应该多学习,多看书,处在这样一个知识快速更新的年代,懂得学习也是一种能力,而且是一种非常重要的能力。……院长笑着说我想做文天祥,我回答我只想拯救我自己,既然今天的国人和洋人都如此得让我失望,而我又看不到明天,那么能做的就只剩下回归历史了——万般皆下品,唯有读书高。○抛下月薪6000去考研我为万世开太平逃避型考研者:重新调整人生目标【个例】:陈某/男/26岁/今年考上南京大学公共管理学院研究生4年前本科毕业后,我通过公务员考试去了建邺区一个政府机关,后下派到街道,从事基层共青团工作。我上岗后围绕社区实际开展了一系列活动,成效显著,被团省委评为先进。尽管如此,三年过去了,我却没有得到任何进一步施展才华的机会,大量的时间耗在无谓的人事纷争上,感觉前途渺茫。去年机关分流之际,我主动要求下岗,拿到了3万元的补偿金,遂决定用这笔钱读研究生,从头再来。经过一年的辛勤努力,终于重回校园。我现在的感觉不错。因为经过了几年的基层工作锻炼,我对学习有了更深的体会,对自己的未来也有更清晰的规划,我相信毕业后一定能找到更适合自己的地方。【个例】:王芝莲/女/23岁/南京某国有企业文员/今年报名考研一年前本科毕业后,我随便找了一份工作。因为我志不在此,我想边工作边复习英语,为出国留学做准备。但一年多下来,看到不少“海归”并没有想像中那么风光,有的人出国时花费了大量金钱,如今回来还在为找工作犯愁,我的出国欲望就不断减弱。再加上赴美签证越来越难办,我开始调整目标。我已经报名参加2004年的研究生入学考试。当初念本科时,是父母为我做主选的专业;这次考研,我选了一个自己感兴趣的专业。老实说,目前的企业工作我不喜欢,更重要的是,企业效益不好,我不知道除了考研还有什么途径可以从那里出来,我希望读研毕业后能做自己真正爱做的事。【点评】:南大社会学系郑博士认为,和那些本科毕业直接考研的同学相比,工作以后选择再度考研的年轻人,往往都有一些逃避现实的意味。有的是迫于竞争压力,有的是对现状不满意,有的则是重新调整人生目标。他们把读研当成了改变命运的一座桥梁。一般来说,由于经过了工作的历练,他们对自己和社会有了更多的认识,对学习机会也倍加珍惜。不过,在社会就业压力整体加剧的大背景下,研究生的就业状况也不容乐观。读研是否能改变命运,不仅与文凭有关,更与个人的真才实学联系在一起。○考研无意识:前途僵局还是青春迷局?安定型考研者:一人考研寄托两人希望【个例】:张小姐原来有一份很稳定的工作,可是为了和男友团聚,她也不得不选择考研,明年初就要参加研究生入学考试了。张小姐和男朋友都是淮安人,可是一个在淮安当医生,一个在南京工作,几年下来,男友的事业已经小有所成。该到结婚的时候了,可还是分居两地。她先想办法到南京一单位进行为期一年的进修,但毕竟不能长久,要调动也比较困难。为了能够今后安定在南京,本身已经读完在职研究生的男朋友和她商量良久,最终决定另辟蹊径——“考研”。首先,考研可以为留在南京获得几年的缓冲期,其次多一张文凭也就提升了自己的竞争力,工作更好找。在考什么专业上两个人更是考虑了半天,考虑到张小姐的爱好和找工作等现实,还是确定考新闻系。于是本科学物理的张小姐就拿起了新闻专业书,为了督促她在短短一年内复习好,男友还专门租了一套房子,把小张的母亲接来陪她。她也只好暂时不想其他,一心冲刺了,因为这可关系到两个人的将来。【点评】:南京大学中文系孙博士说,这种以求将来安定的考研者从个人角度来说,无可厚非,因为研究生教育现在已经逐渐变为本科教育的一种自然延伸,不再有那么浓厚的学院色彩。但是,众多此类型考研者的出现,体现出考研制度的一些缺陷。安定型的人在考研时还是应该谨慎选择专业,以免只考虑到去向,而走上了自己不喜欢的工作岗位,那也是一种人才浪费。○准爸妈的冲刺北大研究生计划  ○我的考研,为了恨你无奈型考研者:迫于就业和家庭压力【个例】:柳小姐/24岁/现为南京体育学院研究生柳小姐是2002届的毕业生,当年全国毕业的大学生有200多万,就业形势前所未有的差,家人就特别希望她考研,把就业延缓到三年以后。但是倔强的柳小姐不太愿意考,并且通过自己的努力在上海一家公司找到一份工作。家人再次提出反对,认为女孩子做销售不合适。经过这般反复,柳小姐错过了几个大型的招聘会,失去了找工作的好机会,无奈之下只得准备考研。因为准备时间短、复习匆忙,柳小姐以5分之差落榜。考虑到平时成绩很好,尤其英语基础扎实,柳小姐在家人的督促下决定易年再战,经过4个多月的苦战,今年柳小姐以全校第一的成绩考取研究生。【点评】:东南大学外语系杨建明教授认为,无论是出于家人压力还是迫于就业困难,能考上研究生,多学点东西总是好的。尤其在年轻的时候把基础打牢,在可能的范围内拓宽知识面,对将来的发展肯定是有益的。年轻人可塑性强,不一定要把自己限制在某个范围内,读研就意味着人生更上了一个台阶。但是研究生是否一定好找工作也很难说。带着一颗平常心读研,以理性的眼光看待可能会更好些。○考研族目的更明确就业形势成择校标尺○读研的意义何在?——华为拒绝了研究生功利型考研者:混个文凭脸上贴金【个例】:吴先生/27岁/南京某高校计算机系毕业/现为在职工程硕士研究生吴先生是一家IT公司的老员工。他上个世纪90年代末入行时,本科学历还比较“吃香”。但随着时间的推移,公司近两年进来的新员工大多是研究生,他们的实践能力可能不如吴先生,但综合素质比较好、上手也快,颇受领导重视。加上吴先生的女朋友也是位博士,无形中让他感觉到有些压力。“你可以说我是虚荣心作祟,但实际上也真的有客观原因。”吴先生坦白告诉记者,他有时候觉得研究生所上的课程不过如此、对工作帮助也有限,但拿不拿到那一纸文凭毕竟还是不一样,因此他现在感觉还不错,“过两年,再有人问我或者填表,我也可以大大方方说自己是研究生了。”【点评】:南京大学商学院黄繁华教授分析道,从第一个层面上来说,这些有功利想法的考研现象也正常。学校是社会的组成部分,社会就业压力大,有人要寻找出路来考研,对他们就不能用对错的标准来判断。但从第二个层面来说,高校对一些新现象还是要警惕。比如说,南大商学院是热门院系,考的人也比较多,其中不少就是考试前半年复习一下西方经济学等两门专业课,也不是为了热爱经济学,只是想改个专业进来镀镀金,出去后好找工作。考进来后,第一年忙着过学位英语,第二年考会计证等各种找工作有用的证书,第三年写写论文实习找工作,根本没时间学习就“混”出来了。每个学校都有这种情况。在比较多元化的竞争社会下确实可以理解,但从选拔人才的制度合理性角度考虑,也许应加强规范和细分。○考研---我只为了与别人能够平起平坐为什么要考研?回答的理由是充足的:能在就业压力巨大的环境中胜出、证明自己的能力等等。考研的这些朋友们拒绝讨论学业以外的东西:问题意识——我们生活的社会存在什么问题,我们需要什么样的思考。在他们看来,课本是不容思考的,考虑多了,答案就可能出问题,考试的时候需要的是“采点”,省得阅卷老师扣分。○考研者功利性明显:中国研究生制度亟待创新你说考研就能成为过上好日子的捷径?
体育	荆楚网消息(楚天金报)记者王际凯报道:去年5月8日,震惊象棋界的浙江队选手“买棋丑闻”,让广大棋迷领略到象棋的“另类魔力”。一转眼,这一事件已经过去快一年的时间。最近有媒体透露,“丑闻”主角赵鑫鑫不久将“刑满释放”,可以参加本月10日与湖北队的象甲比赛。对此,湖北象棋队主帅柳大华表示,这不合规矩。据了解,在去年举行的全国象棋大师冠军赛上,浙江棋手赵鑫鑫获得该项赛事的冠军,并获得象棋特级大师称号。后经人举报,中国棋院介入调查,结果查出赵鑫鑫赛前与对手有个1.5万元的“承诺”,并在赛后予以兑现,“买棋丑闻”浮出水面。去年8月18日,中国棋院就此做出处罚决定,“丑闻”主角赵鑫鑫被取消申请特级大师称号资格和序分、停赛一年。停赛期将从去年5月8日算起。然而,这一决定事后也受到广泛争议。据业内人士介绍,在“丑闻事件”曝光之后,赵鑫鑫在去年8月份还参加了当年的象甲联赛,这样看来,停赛期从去年5月8日开始的这种算法显然不妥,如果照这么算的话,浙江队去年在有赵鑫鑫参加的象甲比赛成绩就应该取消。所以他的停赛期显然应该从8月份开始计算。昨日,记者就此采访了柳大华,他表示,中国棋院对于赵鑫鑫停赛期限的认定不妥,赵鑫鑫没有资格参加与湖北队的象甲比赛。柳大华最后对记者说:“过两天,我要问问中国棋院的最终说法。”
汽车	因后排安全带锁扣可能松动,法国雷诺公司将在中国召回1408辆雷诺风景。  中国汽车召回网消息,根据《缺陷汽车产品召回管理规定》要求,雷诺股份有限公司4月19日向国家质检总局递交了召回报告,决定从4月24日起召回在2003年2月1日至2005年12月12日期间生产的雷诺风景(ScenicJM05),在中国共计1408辆。  本次召回的原因是后排侧座安全带锁扣的固定螺钉可能出现松动,极端情况下可能导致后排安全带锁扣松动。雷诺公司将对本次召回所涉及的车辆免费更换防松卡片,并在螺钉上涂防松胶,重新固定安全带锁扣。  此次召回行动是法国雷诺汽车公司在全球召回的一部分,该缺陷共在全球召回888,647辆风景。
汽车	新上市的新东方之子采用最新的“大嘴”式前脸设计,配合左右两个全新设计的氙气大灯,从正前方看,相当具有冲击力,也显得更加的高档气派。据悉,目前在10万元左右的车型中,新东方之子是唯一配备氙气大灯的车型,而在同级别车型,甚至是更高级别的车型中,还没有装配这一先进的技术。  炯炯有神的新东方之子氙气大灯  新东方之子独立晶钻式氙气大灯(HID)里面集成了四个圆形的小眼睛,当氙气灯闪亮时,眼神中流露出咄咄逼人光芒让人惊叹,给人一种霸气的感觉,显示新东方之子高贵的气质。  目前氙气大灯大多装配在宝马、丰田、尼桑、奥迪、帕萨特、凯旋等高级豪华轿车上。除了豪华美观以外,氙气大灯带给消费者的更是高安全性,夜间行车,特别是跑长途或到路灯较暗的郊外游玩时,由于长时间驾驶或光线太暗,眼睛会异常疲劳。如果汽车安装的是氙气大灯,就可以有效降低眼睛疲劳程度,而且由于氙气大灯照射效果和穿透力最好,即使雨天、雾天行车也可以清晰地看清路面情况。氙气大灯即无灯丝高压放电灯泡,亮度是卤素灯的3倍,发出如太阳般的光芒。超强的穿透力,任何路况都能看得一清二楚,对于提升夜间驾驶视线清晰度有着明显功效,能享受在夜间有如白昼般照明的舒适驾车感觉。氙气大灯利用电流刺激气体发光,不会产生过高温度,不会像卤素灯一样,由于钨丝烧坏而影响使用,氙气大灯所消耗的能量只是卤素灯的一半,使用寿命可达到2500至3000小时,与汽车的使用年限基本相同。  耀眼的外观、超前的意识,是各大汽车公司借以展示其科技实力和设计观念最重要的方式。尽管有不少车型都成了过眼云烟,但更新换代可以真实地反映出国内汽车技术和市场发展趋势。  想起一款著名的车型,明明在国外有天窗,在国内以更高的价格出售,天窗却被“本地化”掉了,直到中国的同级别普遍都装上天窗,这款车才将本来就应该有的装置装上。价格之外的“标杆”,国产车还应该给合资车以更多的范本,这样国人才能真正与世界平等,享受到全球同步的先进技术。东方之子不仅在价格上树立了标杆:99999元,有效地价格解惑,B级车就应该是10万元左右,从氙气大灯的装配也可以看出东方之子这样的自主品牌为车市树立着配置标杆,中级车应该配备例如氙气大灯的豪华、安全装置。作为自主品牌,东方之子能在激烈的市场竞争中不断蜕变,把握国际潮流脉搏,让国人享受到了先进的科技技术带来的驾乘舒适和安全。再次验证只有拥有自主品牌,我们才不受制于人。奇瑞让我们看到了中国汽车的信心和希望。
体育	新华社照片,北京,2006年5月8日[体坛聚焦](2)篮球――中国男篮观看升旗仪式5月8日,中国男篮集训队球员刘炜(左)向国旗护卫队赠送礼物。当日,正在军训的中国男篮集训队队员及教练员到天安门广场观看升旗仪式,并参观了国旗护卫队驻地。新华社记者摄
体育	昨天的胜利之后,在少赛一场的情况下,谢五牛已经排在了联赛第3的位置。虽然接下来将面临四支强队,但赛后五牛队主帅黎兵自信地说:“继续目前的这种势头,球队会越打越好,越走越远。”五牛的获胜使得江苏舜天的日子越来越难过,面对球队已经3轮不胜的事实,赛后新闻发布会上,江苏舜天主教练马林当场宣布辞职:“这段时间球队成绩不佳,作为主教练我应该负主要责任。这是我的个人决定,我想球队现在到了需要换一个教练来改变目前的颓势的时候了。”相比马林糟糕的情绪,五牛主帅黎兵就高兴多了,球队取得这么好的成绩,黎兵赛后首先肯定了球队的表现,“要肯定我们队员在比赛中的投入和付出,上半场我们的机会把握得非常好,下半场对手猛攻的时候,我们又抓住了一个定位球机会。”谈到马林的下课,黎兵幽默地透露,在赛前准备会上,他就跟队员们说过,“有本事就把马林打下课。”结果队员们还真是争了这口气。记者方珲
